case,triangle_index,node_1,node_2,node_3,centroid_x,centroid_y,area,minimum_interior_angle_deg,mesh_quality_qc
stochastic_dfn,128,6323,6345,6333,-4.02527268359,-4.37702981138,0.003864810717,53.1307402792,0.966731768245
stochastic_dfn,129,4473,6350,676,-3.79077771122,-4.43984545447,0.00315734442521,45.2414584305,0.934378589939
stochastic_dfn,130,3277,6342,6340,-4.17067680785,-4.78834791872,0.00318841653006,55.2310995804,0.995055916471
stochastic_dfn,131,6345,6360,3438,-4.05267014714,-4.29059685371,0.00291069212426,38.4758817857,0.813029560967
stochastic_dfn,132,1028,6346,4258,-4.76092012901,-4.57157354247,0.00308699773274,54.5946365984,0.991797419325
stochastic_dfn,133,6331,6342,3276,-4.20966908181,-4.87418334529,0.00366335630152,50.6540012484,0.979873126189
stochastic_dfn,134,573,6361,3436,-4.29120207086,-4.5127535347,0.0031064123318,41.9433583441,0.817567311827
stochastic_dfn,135,5340,6357,6338,-3.8569360027,-4.66220407315,0.00283123953649,47.8315994339,0.952197600096
stochastic_dfn,136,6326,6352,6337,-4.46397094409,-4.89849084333,0.00397783672495,52.7247562105,0.986637090946
stochastic_dfn,137,6346,6347,6322,-4.83145517454,-4.51526629027,0.00283870089254,51.6212697841,0.984013742567
stochastic_dfn,138,6332,6356,6326,-4.50456016244,-4.80089044062,0.00342340393573,49.5396975411,0.945141149778
stochastic_dfn,139,6338,6357,6324,-3.81459003384,-4.65273503894,0.00326148415408,48.6766280801,0.970848580911
stochastic_dfn,140,1634,6350,1589,-3.83776851837,-4.50213765726,0.00263306543858,52.3393213939,0.959302696931
stochastic_dfn,141,2053,6356,5215,-4.58922046379,-4.82018542018,0.00376975416031,43.4928031883,0.900089931735
stochastic_dfn,142,1798,6351,4258,-4.78435879301,-4.66685585886,0.00243538966939,47.4558945203,0.938586649567
stochastic_dfn,143,4472,6355,47,-3.63410880626,-4.58143252193,0.0032474154218,46.0864062368,0.921406229875
stochastic_dfn,144,1589,6350,6341,-3.86839945931,-4.46581160609,0.00257261563386,55.7279471595,0.9957357625
stochastic_dfn,145,6045,6358,1203,-4.64983510315,-4.97627599106,0.00392252273999,41.9782950076,0.921005075372
stochastic_dfn,146,5339,6357,5340,-3.85921150206,-4.71462194136,0.00263788568668,48.030144395,0.921472075791
stochastic_dfn,147,574,6360,4475,-4.01027982942,-4.23614630716,0.00262986635129,44.6269032972,0.876505393519
stochastic_dfn,148,6333,6359,1543,-4.10975339568,-4.44107987454,0.00426427626057,53.3125891192,0.985061666767
stochastic_dfn,149,4537,6361,573,-4.28852695984,-4.56536318012,0.00312004074567,46.474613553,0.887715288705
stochastic_dfn,150,6044,6354,6348,-4.95304412195,-4.52987958727,0.00249581305143,49.85988409,0.937822482699
stochastic_dfn,151,3437,6359,6333,-4.14529406018,-4.39918442749,0.00386131812023,46.5629096113,0.952871836835
stochastic_dfn,152,6341,6350,4473,-3.84332046707,-4.42855439056,0.00278589448354,51.3168361792,0.97432196957
stochastic_dfn,153,6343,6358,2053,-4.64619581821,-4.88763016607,0.0032802548221,47.6616986809,0.96176996656
stochastic_dfn,154,6322,6353,6346,-4.83288220779,-4.56136746397,0.00228683499488,57.1334547921,0.99822177727
stochastic_dfn,155,1543,6359,6339,-4.14520434343,-4.48635906929,0.00369914314405,46.0911357589,0.933789149338
stochastic_dfn,156,3436,6361,6339,-4.24023496111,-4.50452724799,0.00295774392198,48.4444664859,0.930968455687
stochastic_dfn,157,6348,6354,6322,-4.90944009842,-4.52920078116,0.00219116108774,50.0107624294,0.969802054531
stochastic_dfn,158,6346,6353,4258,-4.80040581492,-4.58833733677,0.00232612504619,48.3533950081,0.954447018096
stochastic_dfn,159,4475,6360,6345,-4.00214472122,-4.28351727251,0.00248103887881,50.9053398878,0.944789607098
stochastic_dfn,160,6344,6355,4472,-3.68305536289,-4.57014633403,0.00250858270318,56.584019581,0.997490062301
stochastic_dfn,161,6048,488,6047,-4.30674753652,-4.98120483826,0.00310758816183,39.5227801975,0.863491069335
stochastic_dfn,162,3454,6365,6362,-3.99916028475,-4.86134640712,0.00469821838339,38.5184564329,0.885254584852
stochastic_dfn,163,6050,6363,6362,-3.92308432591,-4.93156395078,0.0046193082175,40.480564837,0.901586812646
stochastic_dfn,164,3453,6365,3454,-4.04867037843,-4.86858471979,0.00437468960601,38.6370428637,0.88584124575
stochastic_dfn,165,6362,6365,6050,-3.97066947855,-4.92975041642,0.00428000851024,40.1175997976,0.885763256153
stochastic_dfn,166,5340,582,3455,-3.93679661113,-4.65324837573,0.00426118310064,50.2196616563,0.9533079304
stochastic_dfn,167,6051,1206,5338,-3.80245065129,-4.97580163105,0.00349888656736,47.656137244,0.964886896695
stochastic_dfn,168,3453,1205,6049,-4.09580091376,-4.96579799535,0.00494533060916,50.2196616563,0.977427502413
stochastic_dfn,169,6051,6363,6050,-3.89408597877,-4.9730042681,0.00390336240957,45.1957081318,0.928226484991
stochastic_dfn,170,3455,6364,5340,-3.94262570425,-4.71553348376,0.00406825664561,52.1208622254,0.957532244841
stochastic_dfn,171,5340,6364,5339,-3.90019026075,-4.74027233292,0.00421341582538,51.4974947825,0.96596945968
stochastic_dfn,172,6362,6364,3454,-3.97693473749,-4.81563276279,0.00450396701854,46.639401421,0.922500420833
stochastic_dfn,173,5338,6363,6051,-3.83990175145,-4.94880589915,0.0032582438828,53.4913294859,0.96990714195
stochastic_dfn,174,3454,6364,3455,-3.99067259965,-4.75446706616,0.00411602392086,50.8430290992,0.943641351256
stochastic_dfn,175,46,6363,5338,-3.82792785338,-4.90040916125,0.00285376804059,56.8946057022,0.997979906231
stochastic_dfn,176,6049,6365,3453,-4.05231109109,-4.93698872909,0.00359494366628,44.1293802538,0.917470420836
stochastic_dfn,177,46,6366,6363,-3.86043321668,-4.86826016711,0.0027785014474,48.8602749142,0.967344041372
stochastic_dfn,178,5339,6366,46,-3.85541440119,-4.81738873421,0.00253497976384,47.8675371817,0.907008765386
